V161003,V161086,V161087,V161088,V161089,V161090,V161091,V161092,V161093,V161094,V161095,V161096,V161109,V161126,V161134A,V161178,V161181,V161184,V161187,V161189,V161198,V161201,V161295,V161361X,V162096,V162097,V162098,V162099,V162100,V162101,V162105
2,15,85,-99,-99,15,85,15,15,-99,30,60,0,6,-1,2,6,5,3,5,7,5,40,14,-6,-6,-6,-6,-6,-6,-6
3,41,40,-99,-99,-99,61,61,50,-99,51,50,1,4,-1,3,3,6,1,5,5,3,-1,23,100,78,88,95,83,73,100
2,60,30,50,50,50,50,85,15,50,50,50,4,4,70,4,4,4,1,4,4,4,60,12,60,60,50,60,50,60,80
4,15,70,-99,40,50,85,0,15,-99,30,60,1,99,-9,1,7,7,3,7,7,1,-1,-9,49,52,50,51,51,50,54
2,50,15,50,50,60,70,60,60,-99,50,60,1,5,60,3,4,4,1,3,4,3,-1,27,50,50,60,60,50,60,60
2,15,70,50,50,50,70,15,30,40,15,60,1,6,45,1,6,6,3,7,3,6,-1,15,50,60,77,85,70,75,90
2,30,70,60,-99,50,50,40,60,-99,40,60,4,5,48,4,6,5,1,6,6,3,40,20,70,70,70,85,40,70,40
1,40,0,30,85,50,30,60,50,50,30,0,4,2,54,6,2,1,1,2,3,2,45,26,86,85,70,85,42,41,70
2,0,0,50,60,0,0,0,60,50,15,15,2,5,55,5,7,1,3,3,7,7,44,14,40,40,70,70,40,30,40
2,70,0,40,85,70,15,85,70,50,70,15,1,2,-1,5,4,3,1,3,1,1,15,-9,100,85,100,100,15,30,40
2,50,60,2,2,4,61,40,4,4,18,35,2,99,49,7,4,1,1,1,4,4,-1,11,34,53,1,62,43,51,32
4,30,71,49,52,51,78,1,15,50,32,75,4,6,48,2,6,6,3,4,5,6,65,21,30,0,2,50,15,98,50
1,60,15,60,50,70,50,85,60,60,70,60,0,4,51,5,4,3,1,3,3,1,40,22,-6,-6,-6,-6,-6,-6,-6
4,0,50,50,70,15,40,1,0,15,0,50,3,4,51,1,2,7,2,7,7,7,40,26,0,0,40,70,15,85,30
2,2,100,51,51,30,85,31,60,50,50,60,1,5,-1,1,5,6,3,7,5,4,40,27,85,70,85,85,85,85,85
4,60,0,49,15,30,50,60,60,50,60,40,1,99,-1,5,99,2,1,4,4,99,-1,22,60,60,85,60,15,18,18
2,70,0,70,-99,-99,75,85,85,-99,70,70,0,5,-1,7,7,99,1,1,1,1,-1,1,100,85,50,100,85,100,60
3,85,50,70,85,60,85,70,85,50,85,85,1,5,-1,3,6,4,1,5,4,5,-1,1,-7,-7,-7,-7,-7,-7,-7
2,0,70,40,10,0,80,0,2,2,0,10,1,4,52,4,4,1,3,4,4,4,45,20,70,40,40,85,15,70,30
3,74,0,52,56,100,0,100,88,49,100,0,4,4,60,99,6,1,1,1,1,5,42,22,100,97,93,100,91,32,81
5,60,15,50,51,98,5,98,82,50,86,41,4,5,55,5,5,6,1,6,7,5,36,2,-9,15,30,-9,70,15,50
2,85,0,50,50,70,0,100,85,50,70,15,3,99,-1,6,3,1,1,2,1,99,40,23,50,50,50,49,59,50,50
2,1,70,-99,32,-99,-99,1,59,-99,15,51,2,4,60,2,5,2,1,6,6,2,35,18,31,39,41,50,50,59,51
3,51,1,50,50,50,51,70,60,51,59,50,1,3,-1,6,4,4,1,4,2,2,40,23,85,61,50,90,31,17,40
1,0,60,-99,-99,-99,100,0,0,-99,0,60,1,7,0,1,7,6,1,6,7,7,-1,9,0,0,100,100,100,100,85
1,85,5,60,30,85,40,95,75,75,70,25,7,3,-1,4,4,3,1,4,3,2,-1,28,85,85,77,76,72,47,68
2,70,0,30,15,70,40,85,40,40,85,30,1,5,-1,3,4,5,1,5,4,4,-1,-9,-6,-6,-6,-6,-6,-6,-6
2,2,85,85,50,50,83,17,30,51,15,85,3,5,-1,2,7,7,3,6,7,5,20,27,40,0,30,50,50,100,50
2,3,60,-99,15,-99,56,15,40,-99,12,60,7,6,52,1,6,6,3,5,6,2,58,11,50,2,41,79,52,77,65
4,40,30,50,60,-99,-99,50,70,50,30,30,1,5,-1,7,4,3,1,4,6,2,-1,-9,40,30,60,80,40,30,70
4,15,70,70,-99,50,85,0,60,-99,70,70,1,6,48,1,2,7,2,6,6,99,-1,11,1,31,71,71,86,70,86
2,18,62,87,62,53,71,52,43,71,18,33,1,4,-1,2,3,5,3,6,5,4,-1,21,62,61,62,71,62,61,72
1,60,0,70,70,70,15,85,60,60,60,15,2,2,46,6,3,1,1,5,4,1,40,24,95,100,85,85,31,30,30
4,3,62,-99,-99,-99,-99,4,22,-99,21,64,3,6,40,3,7,6,1,5,6,4,50,22,1,1,36,70,55,-9,51
2,0,60,-99,-99,-99,100,15,0,-99,40,85,4,6,-4,1,4,7,3,5,4,4,-1,20,15,40,40,100,85,100,50
2,60,0,70,50,50,30,60,40,50,60,15,0,2,-1,4,2,2,1,6,4,2,1,2,-6,-6,-6,-6,-6,-6,-6
2,60,0,50,60,50,50,70,85,60,70,30,1,2,-1,5,5,6,1,5,3,2,-1,1,85,85,70,70,60,40,60
2,85,2,31,30,85,51,98,85,-99,85,41,1,3,-1,4,4,2,1,3,4,2,-1,26,99,86,85,84,42,31,50
2,85,15,15,15,65,30,90,80,0,90,40,0,3,-1,7,4,1,1,4,3,1,-1,4,71,83,88,98,17,45,49
4,85,10,15,15,75,25,100,85,50,85,15,2,2,65,4,2,2,1,1,3,1,40,12,-6,-6,-6,-6,-6,-6,-6
1,61,42,30,2,62,71,60,61,2,71,61,3,4,-1,4,99,3,3,3,4,5,-1,26,50,50,50,85,50,50,61
3,0,100,-99,-99,0,100,0,0,-99,0,100,0,7,-1,4,7,99,3,5,7,1,-1,26,30,0,70,85,85,100,85
4,55,22,-99,-99,-99,48,63,52,-99,52,52,0,4,-1,4,5,7,1,7,6,3,50,22,30,50,50,50,65,50,65
2,2,70,50,50,50,51,1,2,49,2,61,0,6,-1,4,6,5,3,5,6,4,48,15,70,15,15,60,60,85,60
4,71,0,1,3,31,1,98,84,2,98,39,2,4,100,4,5,1,1,3,1,4,45,23,84,84,85,90,61,41,69
2,5,65,75,0,0,50,40,70,50,25,85,1,6,-1,2,3,7,1,5,5,3,55,27,50,40,25,40,70,80,85
2,1,0,0,-99,-99,0,100,85,-99,60,0,0,4,50,5,4,99,1,4,1,4,50,-9,70,60,100,100,60,50,85
2,2,60,50,50,51,61,1,52,50,0,60,1,7,-1,4,4,6,1,7,7,3,-1,21,40,0,0,70,40,100,50
2,70,1,50,-99,70,40,70,50,-99,60,30,1,4,-1,4,4,2,1,5,5,3,30,23,50,50,40,70,40,40,50
1,100,0,50,50,100,15,100,100,-99,100,0,0,3,55,5,4,1,1,3,3,3,40,15,100,100,100,100,70,0,60
4,52,2,52,51,51,51,51,50,51,51,51,1,99,-1,3,2,2,2,2,2,99,50,17,52,50,52,40,54,54,51
4,15,15,50,50,50,50,15,40,50,15,15,1,-9,-1,99,99,99,3,99,99,99,-1,27,60,50,50,50,50,60,50
2,60,40,50,50,85,85,70,51,50,60,41,2,5,53,4,7,3,1,4,4,2,50,24,50,50,51,84,49,50,50
2,0,30,-99,-99,-99,-99,0,0,-99,0,70,0,6,48,2,6,6,1,7,6,5,-1,25,30,0,15,85,70,100,70
2,85,0,0,15,70,0,100,70,-99,60,0,2,2,-1,5,4,3,1,3,3,1,40,24,75,85,85,83,32,18,7
2,0,100,1,-99,-99,85,0,11,-99,2,51,1,7,-1,3,4,3,3,6,7,7,-1,2,50,0,0,100,50,100,100
3,60,14,-99,-99,-99,-99,85,70,-99,29,70,2,5,50,2,5,3,3,7,7,3,70,21,-6,-6,-6,-6,-6,-6,-6
4,27,50,56,59,28,36,25,20,-99,41,40,1,4,43,2,5,5,3,3,3,3,-1,16,47,60,50,84,57,60,71
4,70,0,59,60,50,0,60,50,50,60,40,2,4,55,5,4,1,1,1,1,1,-1,13,85,90,98,93,56,70,90
2,60,0,60,60,50,0,85,85,50,70,40,0,2,-1,3,4,7,1,6,4,5,40,5,60,15,50,100,30,15,40
2,60,0,60,50,60,15,85,85,50,70,30,1,1,-1,4,4,4,1,1,4,4,40,22,-6,-6,-6,-6,-6,-6,-6
4,51,61,-99,31,17,85,61,61,-99,61,61,1,4,55,4,5,4,1,4,4,4,-1,23,60,50,70,85,70,70,70
1,100,1,50,51,30,50,100,97,51,85,1,4,5,-1,7,3,2,1,2,1,1,25,16,50,85,85,50,40,30,50
1,100,50,60,-99,-99,60,100,100,-99,100,0,0,4,-9,7,7,4,1,1,1,1,40,1,47,30,25,64,28,30,0
2,0,70,60,50,50,100,15,0,50,0,60,1,6,46,3,5,7,3,5,5,4,30,22,-6,-6,-6,-6,-6,-6,-6
4,0,70,50,85,50,50,30,60,50,50,50,0,99,43,4,99,2,3,2,4,99,42,10,55,40,53,50,45,50,55
1,0,70,-99,-99,-99,-99,0,0,-99,15,70,1,6,52,3,7,7,3,6,6,4,45,24,-9,15,40,-9,50,70,-9
4,31,1,71,-99,-99,-99,70,0,-99,16,31,0,5,-1,1,1,7,1,6,6,2,40,28,50,40,30,50,60,70,40
3,15,100,60,30,40,30,0,15,30,100,15,0,99,-1,99,4,99,1,99,99,99,-1,5,40,60,50,85,60,60,70
2,100,0,50,50,85,15,100,85,-99,85,15,1,3,-4,4,4,2,1,3,4,99,-1,23,86,86,84,84,31,16,60
2,0,-99,50,50,70,40,70,85,50,70,60,1,5,60,4,6,1,1,4,4,2,-1,1,100,85,85,85,70,70,0
1,30,100,-99,-99,-99,80,60,70,-99,40,85,1,7,-1,4,6,4,1,5,6,4,-1,12,-7,-7,-7,-7,-7,-7,-7
4,17,73,39,52,51,81,5,41,52,4,65,3,6,-1,99,6,99,3,6,7,99,-1,11,50,15,72,91,66,86,81
3,15,15,50,50,40,70,60,15,50,40,60,3,6,-1,4,6,6,3,6,4,4,-1,18,70,50,60,70,40,70,40
2,43,45,-99,50,51,50,93,86,-99,62,41,5,3,60,4,3,5,3,4,7,3,40,19,74,80,99,62,55,30,60
1,85,-99,50,70,60,15,0,100,50,85,0,3,2,75,99,3,99,1,99,4,1,75,19,100,85,60,100,0,0,50
4,70,30,-99,-99,-99,-99,71,72,-99,71,18,3,99,-1,5,6,5,1,4,99,99,38,17,51,51,52,62,50,50,40
3,73,29,17,31,51,41,86,100,51,53,4,1,6,60,6,5,3,3,6,5,4,40,7,-6,-6,-6,-6,-6,-6,-6
4,70,0,-99,-99,50,50,60,50,-99,50,50,1,4,-1,4,4,4,1,5,5,3,36,17,70,50,50,60,40,40,40
3,70,2,0,30,40,50,100,70,50,70,40,3,99,-1,5,6,99,1,99,5,99,15,3,60,50,60,85,40,60,85
2,30,0,0,1,1,1,50,51,-99,50,50,1,99,-1,4,99,4,1,99,7,99,-1,1,62,51,61,70,41,50,31
4,15,40,50,50,50,50,30,30,50,50,50,3,4,-1,99,99,99,1,99,99,99,45,22,-6,-6,-6,-6,-6,-6,-6
2,-99,15,50,50,50,50,70,85,50,100,70,0,4,-1,7,5,7,1,-9,7,2,40,1,50,15,50,100,85,70,50
1,30,70,50,50,50,50,15,0,50,40,100,2,99,-1,7,4,1,1,1,99,1,-1,3,60,50,0,85,100,85,70
2,50,0,40,30,50,15,60,50,40,50,40,0,4,-4,4,99,1,1,4,99,4,40,12,49,55,62,49,50,49,44
3,85,0,50,50,50,30,85,60,50,70,30,3,3,-1,99,4,99,1,99,99,99,-1,9,85,85,30,85,40,15,40
2,70,0,1,11,54,0,97,52,0,52,6,1,3,-1,6,4,2,1,4,99,2,45,27,-6,-6,-6,-6,-6,-6,-6
3,-99,-99,0,9,4,8,0,0,3,0,100,7,99,-1,2,99,4,1,6,5,5,40,7,24,45,70,73,57,33,16
2,15,61,50,60,32,58,56,8,67,40,66,0,5,35,2,5,7,1,6,99,2,-1,14,38,50,15,50,67,51,51
2,70,0,50,50,60,15,70,85,50,60,15,2,2,53,6,4,3,1,2,3,2,45,26,80,70,55,75,40,45,45
2,0,70,30,-99,15,100,0,15,-99,15,60,1,6,-1,2,6,6,3,6,5,5,-1,-9,70,40,40,85,70,85,70
4,60,15,40,50,50,15,50,100,50,50,30,2,99,60,99,99,6,1,99,99,99,-1,24,50,50,70,85,40,50,15
3,0,40,60,20,25,50,15,40,-99,15,30,2,5,-1,2,99,7,3,6,6,5,50,27,15,15,40,85,60,70,85
1,60,30,50,50,50,0,100,100,50,100,100,0,4,-1,7,7,1,2,99,99,7,-1,-9,50,0,0,100,0,50,0
2,40,70,-99,-99,-99,60,30,50,-99,40,70,3,3,-1,3,4,7,1,3,7,2,40,25,-6,-6,-6,-6,-6,-6,-6
3,2,61,51,61,-99,85,30,1,-99,31,71,1,5,51,5,6,3,1,5,5,5,5,18,31,14,31,84,29,42,32
3,98,2,49,50,51,52,99,99,51,100,1,4,99,100,7,5,7,1,1,1,1,15,2,100,60,85,100,70,50,40
2,70,0,15,30,70,0,85,85,50,60,40,0,2,60,6,2,1,1,1,1,2,40,12,100,75,80,100,30,40,15
2,70,0,-99,-99,70,0,100,90,-99,85,15,1,2,-1,5,4,5,1,3,4,2,20,-9,99,97,32,85,52,4,52
2,40,40,50,50,85,40,70,60,50,70,15,0,99,55,4,5,3,1,5,5,4,-1,9,70,60,40,50,40,50,50
3,70,0,60,50,50,50,100,85,-99,85,30,3,3,52,3,3,1,1,6,2,2,50,28,70,85,0,70,70,70,70
2,100,0,15,0,15,0,100,100,0,100,0,3,99,100,7,7,7,3,7,1,1,-1,2,-6,-6,-6,-6,-6,-6,-6
4,0,85,15,16,0,85,0,30,15,30,100,6,6,45,1,7,7,3,7,5,4,40,14,50,10,0,60,60,85,85
4,100,0,0,0,0,15,100,100,0,100,0,3,99,-1,99,7,1,1,7,99,6,40,6,51,50,98,98,41,64,33
3,60,0,50,50,50,50,85,70,50,70,30,0,3,45,5,99,99,1,4,4,1,-1,12,85,40,100,100,30,40,100
2,0,100,15,0,0,85,0,0,0,0,50,3,6,-1,1,6,7,3,7,7,7,60,28,0,0,0,85,85,100,85
4,60,15,51,50,50,50,74,52,49,61,30,2,2,55,99,3,3,1,3,3,2,40,9,75,75,55,73,34,50,38
3,90,0,95,60,100,75,100,100,40,70,50,2,99,-1,6,7,7,1,5,6,6,30,11,99,35,91,100,91,52,30
2,15,0,50,50,50,50,100,70,50,70,40,5,99,52,5,4,5,3,5,6,4,40,21,-6,-6,-6,-6,-6,-6,-6
2,85,0,-99,-99,85,15,100,100,-99,100,0,2,99,75,4,5,99,1,4,1,1,60,21,70,15,50,85,50,15,15
1,0,71,50,1,15,85,31,1,2,16,59,2,6,47,2,4,6,1,6,4,6,30,26,51,31,73,78,47,72,61
3,28,71,60,-99,50,50,15,32,-99,31,60,1,6,40,2,4,6,3,7,6,4,40,21,-6,-6,-6,-6,-6,-6,-6
1,80,0,15,45,60,15,100,70,15,90,20,4,2,-1,5,3,1,1,3,99,1,40,26,100,85,90,90,0,30,15
3,60,30,50,50,50,50,70,30,50,60,60,1,5,-1,4,4,5,1,6,6,2,40,26,51,66,52,59,51,56,56
1,85,85,70,70,85,85,100,70,70,85,70,1,99,-1,7,4,4,3,7,7,7,-1,1,71,86,85,100,71,100,100
1,0,100,50,50,0,100,0,0,50,0,100,3,2,-4,2,6,7,3,6,6,2,40,28,50,40,50,30,60,50,50
4,65,10,60,50,50,40,90,40,50,35,35,1,3,65,99,99,99,1,6,99,3,40,21,75,40,60,85,40,60,65
1,90,0,-99,-99,90,30,100,70,-99,85,5,2,1,-1,6,1,1,1,2,1,1,32,28,96,91,95,95,11,7,50
3,41,54,-99,-99,-99,32,41,24,-99,42,54,2,99,46,4,4,3,3,5,6,5,20,25,44,45,45,61,56,51,54
2,0,40,50,50,50,50,15,60,-99,30,40,4,5,-1,3,4,6,3,6,7,4,55,28,85,0,40,100,70,40,85
3,70,41,49,53,54,52,86,52,50,62,51,4,99,60,4,4,4,3,99,4,4,-1,7,-6,-6,-6,-6,-6,-6,-6
1,85,0,51,-99,85,32,97,86,-99,86,15,0,2,56,6,4,2,1,3,2,1,50,10,-6,-6,-6,-6,-6,-6,-6
1,90,0,17,4,85,2,92,85,6,94,1,0,2,-1,4,5,3,1,5,7,2,52,-5,70,85,85,50,15,15,50
2,70,1,-99,-99,61,-99,86,74,-99,51,-99,0,4,-1,4,1,7,3,4,4,6,-1,18,61,60,84,100,31,84,71
2,0,85,95,0,50,95,25,0,-99,0,70,4,6,70,2,5,6,3,7,7,6,36,1,38,13,48,84,87,82,78
2,100,3,40,50,50,40,100,86,46,92,16,2,4,-1,4,4,4,1,4,4,6,1,2,50,70,100,85,40,85,50
3,0,85,-99,-99,15,100,40,15,-99,60,30,1,99,45,3,6,5,3,7,5,5,42,22,40,60,40,70,40,60,60
5,15,85,86,52,1,50,52,18,0,33,85,1,6,-1,4,2,4,2,4,1,1,80,21,-7,-7,-7,-7,-7,-7,-7
3,30,0,0,0,70,0,70,70,0,50,70,2,4,52,2,99,4,1,4,4,4,50,-5,-6,-6,-6,-6,-6,-6,-6
2,60,0,50,70,50,40,70,50,40,70,40,0,3,62,4,4,6,3,6,6,1,-1,10,86,80,85,86,72,62,73
5,0,0,50,50,50,0,70,60,50,70,70,0,2,40,99,1,4,2,99,99,5,55,11,2,16,0,0,0,3,0
2,0,100,50,0,0,100,0,0,50,0,60,2,7,-1,4,6,7,3,7,7,5,-1,-9,50,0,0,85,70,100,85
2,0,40,70,50,60,40,15,40,70,0,30,0,5,35,3,3,5,3,7,6,4,-1,3,-9,50,50,85,90,50,85
3,0,70,0,0,0,84,0,1,15,1,60,2,6,-1,1,7,7,3,4,4,7,-1,12,0,50,30,100,30,70,50
4,0,60,-99,-99,-99,-99,30,0,-99,15,60,5,6,-1,2,99,5,3,7,6,99,-1,18,30,15,40,60,40,70,40
1,0,30,50,0,50,60,15,30,30,30,60,0,6,51,2,5,6,2,6,6,6,-1,11,40,30,20,50,30,80,50
3,71,0,-99,-99,-99,-99,86,43,-99,42,61,0,4,75,4,4,4,1,4,5,1,45,14,51,43,51,71,42,71,50
2,70,0,15,50,85,40,100,70,50,85,0,3,3,60,5,3,4,1,2,2,2,-1,19,70,70,85,100,50,50,15
2,10,60,80,50,30,75,40,50,50,30,30,0,4,-1,4,5,6,3,6,6,4,80,16,85,70,50,70,0,30,70
2,61,0,50,51,50,15,70,84,50,31,16,3,4,51,4,4,4,1,6,7,2,50,28,15,15,40,70,50,40,70
2,60,0,-99,-99,-99,-99,100,85,-99,85,15,0,99,53,7,4,3,1,99,4,99,40,14,70,85,100,85,40,15,30
2,1,90,-99,-99,-99,51,0,9,-99,26,96,1,6,39,2,6,7,3,7,7,5,24,27,66,21,25,94,87,97,90
4,52,16,51,40,71,40,75,50,52,74,16,5,2,60,4,4,4,1,5,5,4,40,19,-6,-6,-6,-6,-6,-6,-6
3,85,0,50,50,50,15,100,70,30,100,0,3,3,70,5,5,4,1,4,4,2,40,15,84,60,69,60,40,16,16
1,98,0,52,60,98,25,98,90,-99,100,2,1,1,50,6,4,1,1,1,2,1,25,11,100,100,90,75,1,1,40
4,99,4,56,52,56,12,100,99,52,100,23,3,4,65,4,4,4,3,4,5,4,50,15,53,51,53,57,51,51,41
2,0,70,50,-99,50,50,0,0,50,50,50,1,99,-1,99,99,99,1,7,99,99,60,20,50,-9,70,100,70,85,70
2,15,60,60,30,15,85,0,30,50,15,60,3,7,49,1,5,7,3,7,7,7,50,12,10,7,30,70,60,100,61
4,60,0,-99,70,-99,0,85,50,-99,60,15,2,2,-1,6,2,1,1,2,2,1,38,13,75,60,90,60,45,15,45
4,40,85,60,60,60,60,60,50,60,60,70,0,99,40,99,99,99,2,99,99,99,40,2,50,4,70,70,61,50,31
3,0,60,-99,-99,-99,60,0,15,-99,0,60,4,6,49,5,99,5,3,3,7,6,40,15,15,0,15,40,40,85,60
3,100,30,-99,-99,100,-99,100,85,-99,100,15,1,99,-1,3,4,5,3,4,4,4,-1,11,61,40,72,99,62,99,60
3,70,0,50,50,50,15,95,60,50,80,30,0,2,55,4,4,99,1,1,4,4,40,12,78,88,77,65,44,50,41
1,18,85,6,50,6,100,0,50,50,15,60,1,7,-1,99,99,99,3,5,4,99,-1,15,-7,-7,-7,-7,-7,-7,-7
3,70,2,45,48,44,53,100,100,38,100,42,1,4,75,99,99,4,3,4,1,99,-1,11,38,39,32,100,50,32,71
2,40,0,0,50,30,100,60,0,70,15,0,2,4,48,3,6,3,1,6,7,7,80,25,15,30,50,85,15,60,40
1,0,70,50,50,0,100,0,0,-99,0,70,0,6,-1,99,7,2,3,7,4,7,-1,4,15,50,40,100,50,70,70
4,0,15,0,0,15,50,30,0,-99,0,0,2,99,-1,4,4,99,2,3,7,5,-1,13,50,50,80,50,50,50,60
1,0,85,50,50,0,100,0,0,50,0,85,2,6,40,4,5,7,3,99,7,7,40,17,-6,-6,-6,-6,-6,-6,-6
1,40,0,61,-99,51,51,100,70,-99,70,1,0,4,51,4,2,4,1,3,4,1,-1,8,85,85,50,70,0,15,30
4,15,0,-99,-99,-99,50,15,70,-99,50,50,0,99,-1,3,99,6,3,4,5,99,38,10,42,49,92,52,31,53,19
4,60,2,50,50,-99,-99,70,50,-99,50,0,1,99,-1,6,99,2,3,2,1,2,100,9,50,50,40,100,100,50,50
2,70,15,40,50,50,0,70,70,50,85,40,0,2,60,4,5,2,1,3,4,3,35,-5,-7,-7,-7,-7,-7,-7,-7
4,51,50,-99,-99,-99,-99,41,50,-99,61,61,3,4,-1,99,5,4,1,7,1,4,-1,19,-6,-6,-6,-6,-6,-6,-6
2,16,70,50,-99,31,85,30,31,-99,17,82,2,6,40,3,6,7,3,4,99,6,6,13,40,28,71,86,87,85,83
2,0,85,2,-99,2,87,1,2,-99,31,60,1,4,46,3,5,4,1,99,4,99,37,-9,71,1,85,70,16,50,50
3,70,1,51,50,51,1,84,61,50,84,40,1,2,60,4,2,3,1,3,1,1,40,27,100,100,60,85,40,40,50
2,0,100,-99,-99,-99,-99,70,0,-99,50,50,4,99,5,99,4,99,2,4,99,99,40,1,-9,-9,30,70,40,-9,60
2,15,85,1,16,60,98,0,30,1,28,97,3,6,40,5,6,1,3,3,5,3,45,15,-6,-6,-6,-6,-6,-6,-6
2,60,0,0,85,60,0,30,30,-99,15,0,0,1,55,7,3,1,1,1,1,1,-1,10,-6,-6,-6,-6,-6,-6,-6
2,31,15,60,100,32,15,85,30,40,15,0,0,1,-1,6,1,1,1,1,2,1,30,15,70,85,90,32,30,56,54
3,25,70,50,50,50,70,40,50,50,40,60,4,99,45,4,5,5,1,4,6,4,20,18,70,40,65,85,85,70,85
1,30,60,85,15,40,60,70,70,-99,40,60,0,4,46,2,4,6,1,6,4,4,40,13,82,44,43,63,53,77,47
1,0,100,0,0,0,100,0,0,0,0,60,1,6,-1,3,7,7,3,6,7,6,-1,17,40,16,61,60,85,100,70
1,85,0,60,30,100,0,85,85,50,85,0,2,1,47,6,3,1,1,3,2,1,-1,23,85,99,99,80,16,15,31
1,88,2,50,51,98,10,85,88,-99,76,31,0,2,-1,5,4,3,1,99,3,1,40,13,100,94,92,85,36,0,61
4,31,0,51,51,51,51,99,84,50,50,50,4,7,60,5,7,99,3,4,7,1,-1,13,79,51,18,73,42,51,17
4,60,30,50,-99,-99,-99,70,60,-99,50,30,2,4,52,2,3,6,3,5,5,5,40,25,70,60,50,85,50,40,70
2,40,40,40,50,50,50,40,60,50,30,30,2,4,-1,1,6,6,3,6,6,5,35,27,100,30,30,60,60,40,50
2,70,0,60,60,60,60,85,100,50,85,40,4,99,75,99,7,6,1,5,5,99,45,1,1,80,80,100,50,70,10
3,0,85,15,0,0,70,0,0,50,0,70,2,6,-1,2,99,7,3,7,4,5,40,17,50,0,50,70,50,85,50
5,40,15,-99,-99,-99,-99,30,70,-99,15,70,1,5,65,3,4,5,3,5,6,3,-1,21,87,58,71,72,64,84,42
4,0,75,-99,-99,30,75,0,0,-99,0,50,5,4,-1,3,5,6,1,7,6,3,45,22,50,50,50,50,50,50,50
1,85,0,40,50,70,15,100,60,60,85,0,2,1,51,5,2,1,1,3,1,1,-1,24,85,85,85,70,40,15,40
2,60,30,60,50,50,-99,85,60,-99,60,30,0,4,-1,4,5,3,1,4,4,2,25,5,77,50,52,85,46,49,81
2,0,70,30,10,10,80,0,20,0,0,70,2,6,42,2,6,7,3,7,7,5,-1,21,30,6,9,17,50,85,31
1,98,1,30,13,4,10,99,98,26,34,45,0,4,80,7,3,4,1,1,1,1,-1,5,-7,-7,-7,-7,-7,-7,-7
3,0,0,15,50,15,15,60,40,50,100,0,1,5,60,7,6,1,1,1,5,2,-1,1,50,50,50,100,40,50,15
1,70,0,40,60,50,50,85,85,50,85,0,0,2,70,5,4,2,1,2,4,2,-1,1,40,91,84,100,40,30,70
3,0,100,50,50,50,50,15,15,50,40,85,4,4,-1,3,7,6,3,6,6,4,-1,17,45,15,55,50,50,40,50
4,60,1,-99,-99,64,-99,70,60,-99,85,30,1,3,-1,4,6,4,3,3,99,1,-1,5,50,62,60,60,40,40,40
2,40,0,18,55,59,61,59,49,52,12,16,0,5,-1,4,7,4,1,4,2,2,40,23,83,50,70,89,59,89,62
2,0,100,-99,-99,-99,70,0,0,-99,0,0,0,99,-1,99,99,1,3,1,7,1,40,5,-6,-6,-6,-6,-6,-6,-6
4,85,0,0,60,0,0,100,85,0,85,0,1,2,100,7,99,2,1,1,7,99,40,17,97,100,93,100,47,42,15
1,31,85,51,50,16,84,1,40,-99,56,56,2,5,45,1,4,7,3,6,99,99,-1,1,51,41,-9,51,16,41,50
1,3,86,41,42,2,86,1,41,-99,2,17,1,6,49,3,6,7,2,7,7,6,-1,9,32,1,17,86,72,98,86
4,50,40,50,50,50,50,50,50,50,60,40,2,3,-1,2,3,7,3,5,4,4,-1,27,-6,-6,-6,-6,-6,-6,-6
4,85,0,60,-99,60,0,85,70,60,60,15,1,2,-1,6,2,2,1,2,2,2,-1,5,70,60,40,85,30,40,50
2,15,85,15,15,15,85,15,15,15,15,70,0,99,-1,3,5,4,3,7,7,7,40,14,15,15,70,70,40,85,70
1,40,70,50,50,30,100,30,85,50,100,50,1,6,50,4,5,7,1,7,4,3,-1,2,50,30,85,100,85,85,60
2,41,1,51,85,65,1,79,64,50,61,31,0,2,-1,6,2,2,3,4,99,2,-9,-9,60,85,70,85,40,40,50
2,0,70,-99,-99,50,70,0,15,-99,15,60,1,6,-1,3,6,99,1,5,6,6,40,13,40,40,70,60,50,100,50
2,40,0,30,50,50,50,70,70,50,40,15,1,4,-1,2,7,4,3,6,5,1,-1,15,50,30,40,60,30,50,30
3,41,0,50,50,50,0,52,50,50,70,20,1,4,51,4,3,99,1,2,3,1,40,12,100,50,50,100,50,50,0
2,0,60,50,50,0,85,0,15,50,50,50,0,4,-1,7,4,99,3,99,99,99,40,16,0,30,100,50,0,60,15
3,70,15,30,30,50,15,60,100,50,60,40,0,4,65,4,3,7,3,7,7,1,-1,2,50,50,15,40,50,30,50
5,98,4,81,68,74,70,100,73,63,46,60,5,5,-1,1,2,5,1,5,99,99,-1,11,-6,-6,-6,-6,-6,-6,-6
2,0,85,0,15,15,70,0,15,-99,0,60,1,6,-1,1,4,5,3,7,7,4,-1,23,1,40,-9,50,51,51,41
1,0,71,71,51,61,70,2,32,-99,50,51,2,4,40,1,7,7,3,5,7,5,90,11,51,31,41,61,70,60,84
3,85,0,-99,-99,70,10,95,95,-99,50,35,0,3,65,6,99,3,1,5,99,3,50,17,-6,-6,-6,-6,-6,-6,-6
2,60,15,50,60,85,50,60,60,-99,60,15,0,3,-1,4,6,4,3,4,4,4,-1,26,85,86,60,87,52,30,53
2,0,86,1,59,0,100,0,0,0,0,68,0,6,-1,1,6,7,1,6,7,4,60,15,15,1,15,50,70,33,50
