V161003,V161086,V161087,V161088,V161089,V161090,V161091,V161092,V161093,V161094,V161095,V161096,V161109,V161126,V161134A,V161178,V161181,V161184,V161187,V161189,V161198,V161201,V161295,V161361X,V162096,V162097,V162098,V162099,V162100,V162101,V162105
2,80,5,50,50,50,15,90,50,50,70,10,0,2,-1,5,1,1,1,2,2,2,32,11,85,70,50,70,15,40,50
2,70,0,0,0,70,-99,100,100,-99,70,0,0,2,75,7,3,1,1,1,1,1,55,14,85,85,50,100,50,0,50
2,16,70,16,-99,-99,71,3,3,-99,17,98,1,7,-1,3,99,99,3,4,99,99,-1,11,-6,-6,-6,-6,-6,-6,-6
3,66,0,45,15,50,15,90,80,50,60,15,0,2,-1,5,3,2,1,5,5,3,40,26,70,70,60,50,30,40,50
1,0,85,15,15,15,50,0,0,0,0,0,0,5,-1,2,7,4,3,4,7,7,80,1,-6,-6,-6,-6,-6,-6,-6
2,100,0,15,70,70,60,100,100,15,100,100,4,99,100,6,99,6,2,7,7,7,-1,1,70,51,32,97,2,77,71
3,28,16,-99,-99,61,86,40,32,-99,17,1,3,4,55,99,99,1,1,5,3,4,60,27,-6,-6,-6,-6,-6,-6,-6
2,4,80,31,58,39,57,4,75,20,20,60,5,99,-1,-9,4,1,3,5,7,99,50,9,30,50,60,100,40,50,85
3,4,75,-99,-99,-99,-99,50,41,-99,-99,-99,3,4,30,2,4,6,1,6,7,99,20,15,-6,-6,-6,-6,-6,-6,-6
3,70,30,-99,-99,-99,-99,70,85,-99,85,15,6,99,-1,99,99,99,3,1,99,99,-1,2,50,50,50,100,50,50,30
4,30,0,70,-99,100,50,90,95,-99,50,20,3,4,-1,5,6,6,3,99,7,1,40,26,60,50,50,60,50,50,50
2,40,30,64,51,50,50,57,50,50,30,30,1,5,-1,3,4,5,1,6,4,3,40,23,58,64,58,62,41,63,45
2,0,60,-99,50,0,85,0,0,-99,0,60,0,6,-1,1,7,7,1,6,99,99,10,1,40,0,50,60,50,85,50
2,61,15,80,71,70,43,90,80,-99,75,50,1,3,-1,7,3,2,1,3,1,2,50,25,99,69,80,92,41,60,41
4,50,50,50,50,50,50,50,50,50,50,50,2,99,-1,99,3,4,3,4,4,99,40,26,8,12,12,15,12,15,4
3,0,39,80,0,0,54,0,5,-99,0,14,4,5,-1,1,1,7,3,7,6,4,55,25,0,15,0,0,45,31,85
2,50,50,50,50,50,50,50,50,50,50,50,5,2,-1,99,99,99,3,99,99,99,22,4,50,53,50,51,50,51,50
2,70,0,50,45,60,50,85,65,0,63,25,2,99,69,4,5,1,1,3,99,1,-1,7,75,75,100,85,1,65,43
3,0,80,30,50,5,80,10,30,50,15,60,1,6,50,2,4,7,3,99,5,6,40,21,-6,-6,-6,-6,-6,-6,-6
1,0,5,100,10,50,50,0,0,85,0,5,4,6,-1,1,1,7,3,7,7,7,48,23,1,0,2,99,16,60,99
1,85,27,60,70,60,50,85,100,70,85,70,3,99,-1,4,99,1,1,2,2,99,-1,1,100,70,52,99,61,85,50
3,70,0,30,50,85,50,70,70,50,60,15,4,99,-1,4,5,99,1,3,7,1,-1,14,100,50,100,50,50,70,40
3,85,60,60,50,50,50,85,50,50,70,50,0,4,-1,7,4,6,1,6,6,6,25,5,40,52,61,51,83,50,85
2,1,70,2,2,51,72,2,2,61,33,61,1,5,-1,3,7,6,3,5,6,2,-1,14,-7,-7,-7,-7,-7,-7,-7
1,100,0,31,31,100,0,100,100,53,91,0,1,2,65,6,4,2,1,2,3,1,50,26,100,100,100,71,0,16,70
1,97,97,91,98,100,96,100,100,99,96,99,0,1,60,7,7,7,3,1,1,1,-1,1,-9,99,100,100,100,100,100
2,85,15,41,50,70,70,85,100,60,100,14,0,99,-1,6,6,99,1,5,6,6,-9,-9,66,65,60,86,44,50,50
2,0,100,60,15,15,40,85,85,60,0,85,1,4,42,99,4,6,3,6,4,4,40,1,84,70,72,85,81,80,84
3,0,60,61,51,51,70,15,31,51,15,59,4,5,49,4,4,7,1,6,4,5,45,23,70,15,30,40,60,30,60
2,0,100,50,50,0,100,0,0,-99,0,60,2,6,-1,4,6,99,3,6,4,6,-1,22,60,0,60,80,85,100,85
3,15,60,15,-99,-99,60,30,15,-99,50,85,1,4,50,3,4,3,1,5,3,3,20,21,48,50,51,60,71,-9,69
1,85,1,41,51,72,15,98,98,-99,61,1,5,3,60,5,3,1,1,2,3,1,-1,28,50,60,50,60,60,40,50
1,0,100,60,60,15,100,0,0,-99,0,100,2,4,-4,99,99,99,3,99,99,99,60,15,-7,-7,-7,-7,-7,-7,-7
4,71,15,51,51,59,16,85,92,51,78,31,1,99,75,99,99,99,1,99,99,99,-1,18,-9,70,84,70,-9,-9,50
3,0,70,50,50,15,60,30,0,50,15,85,0,6,-1,3,5,6,1,6,5,99,-1,9,51,30,40,85,60,70,60
3,60,30,50,-99,50,50,60,60,50,60,30,4,4,55,5,4,4,1,5,99,99,32,26,70,70,30,85,30,40,50
2,85,0,50,50,70,0,100,70,-99,85,15,1,1,53,6,4,2,1,1,1,2,36,26,100,100,100,100,15,30,70
4,70,30,50,50,50,40,100,70,50,70,30,1,99,-1,4,7,3,3,3,3,1,-1,4,30,65,50,80,40,30,40
4,97,0,60,-99,-99,25,98,60,-99,85,38,0,3,-1,4,3,2,1,3,5,2,50,12,60,70,50,85,15,40,30
1,86,1,17,18,89,2,93,87,15,84,2,0,2,47,5,3,1,1,3,2,1,-1,23,94,86,91,71,42,4,51
1,15,0,15,85,15,0,60,15,30,15,0,0,2,-1,5,5,1,3,4,5,1,40,10,-6,-6,-6,-6,-6,-6,-6
4,0,6,1,5,0,1,0,1,7,2,63,5,6,51,99,99,7,2,3,7,2,-1,18,-6,-6,-6,-6,-6,-6,-6
1,0,100,0,0,0,100,0,15,15,0,100,2,7,48,3,6,7,3,4,7,6,29,20,0,0,60,70,50,100,50
3,70,0,50,50,51,16,85,86,51,71,31,1,3,-1,6,2,1,1,3,3,2,40,26,70,60,60,50,30,40,15
2,85,0,0,0,85,0,95,75,-99,70,0,3,2,-1,99,99,99,1,99,99,99,40,23,-7,-7,-7,-7,-7,-7,-7
2,1,85,15,0,0,85,0,0,-99,15,60,1,6,49,1,5,6,3,6,6,5,-1,20,15,15,15,-9,-9,-9,-9
3,40,60,50,50,40,50,60,40,50,40,60,2,5,43,2,5,7,1,7,7,99,45,25,51,31,60,42,84,61,61
1,1,99,50,51,51,98,1,16,50,1,40,0,6,55,2,5,6,3,6,5,6,40,11,70,30,70,70,60,100,70
3,0,68,50,40,31,40,0,0,40,48,87,2,99,50,99,99,99,2,99,99,99,-1,19,-6,-6,-6,-6,-6,-6,-6
2,85,0,-99,-99,85,15,85,50,-99,70,30,1,4,70,5,2,2,1,2,1,1,-1,24,-6,-6,-6,-6,-6,-6,-6
4,50,85,50,50,50,60,100,70,50,60,85,5,99,-4,99,99,4,3,4,99,4,56,23,70,60,65,67,80,75,70
2,60,0,-99,-99,50,0,70,60,-99,70,0,1,3,55,5,3,1,1,4,4,1,-1,15,60,86,95,66,4,30,36
3,70,41,50,49,51,49,83,96,34,78,48,1,2,60,6,99,99,1,7,99,99,35,12,70,70,70,60,60,60,60
2,40,70,50,50,50,70,60,30,50,70,60,1,4,-1,4,4,4,3,4,7,1,40,21,60,60,100,50,60,60,70
3,60,0,16,26,67,3,86,64,-99,54,11,2,5,-1,4,4,2,1,5,3,2,-1,25,61,59,63,65,36,4,50
1,95,0,10,30,70,0,98,95,10,95,10,1,2,52,5,2,1,1,1,2,1,21,9,90,100,80,80,10,5,40
3,85,60,60,85,-99,-99,100,85,-99,50,50,1,99,-1,4,4,4,1,2,4,1,20,22,85,50,85,85,70,85,85
1,0,86,13,16,15,86,1,1,15,2,99,1,6,-4,1,7,7,3,7,7,7,-1,11,50,32,16,70,52,85,70
2,70,0,85,50,70,50,85,70,-99,60,15,0,99,-1,4,3,1,3,5,2,1,40,9,70,70,80,85,0,40,50
3,50,0,55,32,50,0,60,53,-99,0,0,1,4,-4,99,99,1,1,99,99,99,-1,-9,-6,-6,-6,-6,-6,-6,-6
3,2,86,2,1,16,71,1,1,2,1,71,1,6,-1,99,5,99,3,6,6,99,-1,5,51,17,40,60,17,77,50
1,0,60,50,50,50,50,15,50,50,15,60,4,6,50,2,2,4,3,99,99,99,-1,-9,-6,-6,-6,-6,-6,-6,-6
2,71,1,18,52,52,51,89,71,51,84,18,1,2,55,6,3,1,1,2,5,4,-1,17,69,85,59,83,30,16,32
1,100,0,15,30,100,0,100,85,60,100,0,2,3,-1,7,5,2,1,4,3,1,-1,7,85,70,85,85,0,0,50
5,30,70,50,50,50,60,60,40,50,50,60,2,5,50,2,4,6,1,5,2,5,25,5,50,50,50,70,70,85,50
4,85,0,90,85,80,0,95,85,50,100,0,3,3,-1,99,1,4,1,4,2,99,-1,14,100,100,100,100,15,0,50
1,15,63,40,1,40,83,11,39,50,2,58,2,6,-1,3,6,6,3,6,6,4,-1,17,25,44,19,85,62,99,72
2,1,30,50,51,30,70,30,1,51,34,60,2,5,46,2,4,6,3,5,6,5,40,21,45,49,30,67,51,64,59
4,30,0,50,70,50,0,40,30,50,15,0,4,2,53,6,2,2,3,2,4,1,40,26,78,36,72,52,0,16,19
2,0,90,50,50,50,90,15,0,50,50,75,0,6,-1,3,7,6,3,5,7,99,-1,9,-6,-6,-6,-6,-6,-6,-6
4,70,85,60,50,50,70,100,60,50,60,70,2,99,35,5,5,6,1,4,5,6,-1,23,86,69,60,54,69,67,80
2,15,15,60,-99,-99,15,30,85,-99,15,60,1,99,-1,99,-9,4,1,7,7,5,40,-9,-6,-6,-6,-6,-6,-6,-6
4,85,0,30,85,51,0,100,85,-99,85,30,0,2,60,6,3,2,1,2,2,1,60,11,85,90,99,92,40,85,51
2,0,85,50,50,15,60,0,15,30,15,85,3,6,40,4,6,5,1,3,4,1,50,17,60,15,30,85,50,100,40
3,100,0,-99,-99,60,50,70,85,-99,85,40,1,99,65,4,4,4,1,4,5,3,40,16,70,85,70,100,40,60,50
2,95,0,0,40,75,0,95,-99,0,85,0,3,1,-1,7,2,1,1,1,1,1,40,27,100,75,85,85,1,0,30
2,0,60,15,0,0,60,0,0,50,0,60,2,6,-1,2,5,7,3,7,7,6,40,-9,50,15,40,50,40,60,50
3,0,100,-99,-99,0,60,15,0,-99,0,70,4,5,45,3,6,4,2,99,5,6,-1,25,50,30,40,60,30,60,50
1,100,0,50,50,85,70,100,85,50,85,30,1,99,49,5,99,5,1,99,4,5,-1,-9,70,85,85,85,60,50,50
4,0,40,-99,-99,50,-99,0,50,-99,0,60,5,7,47,4,4,3,3,7,7,3,-1,25,-6,-6,-6,-6,-6,-6,-6
1,85,0,40,40,70,15,90,80,40,75,0,1,3,-1,5,4,1,1,3,3,1,-1,12,51,67,66,66,30,16,31
4,60,0,-99,-99,-99,-99,60,60,-99,70,65,2,5,60,5,5,1,1,2,2,3,40,26,60,70,60,100,60,80,70
3,60,30,50,50,50,50,70,85,50,70,85,2,4,59,99,99,3,1,3,99,5,40,18,51,52,42,51,52,62,62
1,70,0,50,50,60,40,100,85,-99,60,30,2,99,-1,4,3,2,1,3,4,1,45,15,85,70,50,100,30,30,15
2,40,15,60,60,30,60,40,60,-99,30,30,0,4,60,4,5,5,1,4,5,3,50,23,60,70,40,70,60,60,70
2,85,0,50,50,50,0,100,70,50,70,0,0,2,-1,99,4,2,1,4,4,2,20,8,70,83,85,50,12,1,41
4,50,30,50,50,50,50,60,50,50,60,40,1,99,55,7,99,99,3,99,5,99,40,20,30,50,-9,-9,60,85,-9
5,15,60,50,50,40,60,70,70,50,50,60,3,5,-1,2,5,5,3,99,5,3,45,25,40,55,49,50,55,65,50
2,92,3,50,64,71,51,98,93,50,75,44,2,2,55,6,4,2,1,4,4,1,40,27,95,92,90,93,41,75,51
2,2,83,0,4,0,85,50,0,50,0,70,1,6,49,4,7,2,1,1,3,1,20,4,-6,-6,-6,-6,-6,-6,-6
1,0,60,15,0,15,100,0,0,15,0,85,1,4,45,3,7,6,3,7,6,6,36,26,41,17,18,71,72,71,69
2,9,85,38,51,40,99,1,4,75,6,100,0,7,42,1,6,7,3,5,6,1,-1,2,15,0,8,81,37,76,60
4,15,70,70,50,15,50,5,0,50,25,85,2,99,-1,4,5,4,3,99,99,99,40,24,62,21,42,57,35,30,36
4,24,67,50,50,42,32,19,79,-99,50,56,0,5,-1,4,6,4,3,7,6,5,-1,24,40,50,40,60,70,50,70
2,70,0,40,30,85,15,100,60,50,60,40,2,3,48,5,5,2,1,3,2,1,40,22,97,64,69,84,60,40,71
2,0,70,40,40,35,50,0,15,10,10,70,2,5,-1,3,5,7,2,5,99,5,45,20,8,15,25,59,50,75,61
1,100,15,85,-99,60,70,100,95,-99,70,0,1,5,-1,4,3,1,2,3,4,1,-1,12,50,40,0,100,0,60,40
1,0,70,15,0,0,60,0,0,15,0,60,2,5,-1,3,7,6,3,7,7,4,-1,8,-6,-6,-6,-6,-6,-6,-6
2,90,0,40,40,80,30,85,80,60,85,15,0,2,47,6,4,1,1,3,2,2,50,25,70,60,85,70,15,15,70
2,30,30,50,50,60,15,70,60,50,60,40,1,4,-1,6,3,4,1,4,4,5,16,15,85,70,85,100,30,70,60
3,0,60,50,50,30,50,15,30,50,30,70,5,6,-1,3,4,7,3,5,5,6,20,24,-6,-6,-6,-6,-6,-6,-6
3,4,52,-99,-99,-99,-99,50,0,-99,50,50,3,99,-1,99,99,99,1,99,99,99,-1,21,50,50,100,100,50,50,100
4,30,65,51,62,52,50,60,70,40,40,69,2,4,40,5,2,3,3,2,4,3,40,1,41,39,15,51,61,51,50
1,5,0,64,50,40,30,54,50,50,31,30,0,4,45,3,1,1,1,5,4,2,-1,22,50,50,50,75,10,20,50
2,60,15,2,2,61,30,72,71,11,66,26,1,3,52,3,4,6,1,4,5,3,50,26,56,69,54,85,49,41,45
2,4,75,51,8,17,95,5,2,13,4,69,1,6,-1,1,5,6,3,7,7,6,-1,26,0,50,60,100,100,100,85
2,40,15,30,60,50,0,85,50,50,70,30,2,3,-1,99,2,1,1,2,4,1,-1,6,85,70,100,85,50,40,70
3,0,85,50,50,50,50,0,0,50,40,70,5,99,-4,2,7,7,3,4,4,99,40,5,-7,-7,-7,-7,-7,-7,-7
1,85,70,50,60,70,70,70,85,50,70,85,3,5,-1,6,4,1,1,1,3,1,50,17,100,85,100,100,100,60,85
4,100,0,50,70,85,15,100,85,70,85,15,0,3,52,6,6,1,1,4,3,3,20,13,85,85,85,100,50,0,50
2,60,4,31,48,75,0,98,83,49,73,12,5,3,47,99,5,1,3,3,4,1,-1,3,100,70,70,100,70,70,70
3,0,0,47,-99,45,24,61,24,37,50,50,3,4,-1,5,4,1,3,1,1,4,40,9,-6,-6,-6,-6,-6,-6,-6
4,60,0,-99,-99,85,60,100,100,-99,70,0,2,99,-1,5,5,3,1,5,1,1,-1,17,75,52,53,56,5,53,53
2,100,0,-99,50,50,-99,100,85,50,85,40,1,5,-9,3,4,7,1,6,4,4,-1,-9,60,30,0,70,50,30,50
2,0,100,0,0,0,100,30,0,0,0,30,0,6,40,3,4,7,3,7,7,5,40,15,50,15,40,60,85,85,85
1,0,85,30,15,0,70,0,0,30,0,60,2,6,45,1,5,7,3,7,7,3,45,26,40,15,40,50,50,50,50
4,60,-99,-99,-99,-99,-99,40,60,-99,-99,-99,0,99,55,99,4,99,3,99,99,99,30,25,60,78,50,28,50,50,50
2,87,0,30,-99,-99,0,70,85,-99,70,15,1,5,-1,2,4,3,1,4,6,1,30,24,100,50,60,85,70,0,85
1,85,0,15,15,100,30,85,85,15,70,30,1,2,-1,6,3,1,1,3,2,1,-1,28,100,85,85,100,60,40,60
3,70,70,41,52,50,50,71,71,-99,71,59,1,3,55,4,4,99,1,3,3,2,38,21,61,60,52,62,51,51,51
2,100,0,-99,-99,-99,-99,100,100,-99,100,0,0,99,-1,99,5,4,1,4,4,99,60,9,-6,-6,-6,-6,-6,-6,-6
3,70,15,-99,-99,-99,-99,85,60,-99,85,40,4,99,-1,5,99,3,1,4,4,3,40,11,-6,-6,-6,-6,-6,-6,-6
1,0,0,0,0,0,60,0,0,0,0,60,0,7,-1,1,7,7,2,7,7,7,35,19,40,50,40,50,70,100,50
2,30,15,70,0,50,15,60,60,85,0,0,1,4,-1,3,6,7,3,6,7,4,65,24,100,85,50,70,60,30,70
4,38,57,60,52,70,-99,52,46,-99,59,68,0,4,38,2,4,6,3,4,5,3,-1,8,70,65,80,85,55,70,50
1,40,0,15,30,30,15,85,60,15,50,0,4,4,-1,5,99,4,1,2,3,2,40,22,100,40,100,100,40,40,50
1,1,17,51,31,16,60,32,15,50,15,50,4,99,-1,1,2,7,3,7,4,3,50,25,63,40,36,70,39,55,74
1,95,2,65,68,85,0,98,70,72,86,15,1,2,-1,6,7,1,2,2,4,3,40,17,51,84,50,51,17,84,50
2,70,0,50,50,15,50,100,60,50,70,30,2,2,52,4,5,99,1,2,5,1,52,27,40,40,60,85,60,40,50
4,72,1,-99,-99,-99,-99,99,99,-99,-99,-99,2,99,-9,99,99,99,-9,99,99,99,-1,-9,50,50,51,70,50,49,50
2,75,0,50,50,50,30,100,75,50,75,0,2,2,-1,4,4,1,3,4,4,1,38,25,70,85,60,100,60,30,50
4,85,0,51,50,70,50,100,85,50,70,0,1,2,75,7,99,99,1,6,1,1,40,14,100,90,50,65,70,30,30
3,32,31,51,50,50,51,14,16,-99,41,41,1,3,-1,4,6,2,3,5,5,2,-1,-9,60,51,52,61,50,59,51
1,0,85,30,30,21,94,0,0,-99,41,61,1,6,54,2,7,7,3,7,7,6,25,23,2,1,20,51,21,61,52
4,100,0,50,50,100,30,85,100,50,100,0,1,2,-1,5,5,1,1,4,4,1,55,12,17,84,51,85,14,2,51
3,10,30,10,10,-99,30,0,10,-99,0,50,1,5,44,4,6,6,3,5,7,5,40,15,30,10,50,50,50,60,50
2,0,68,17,3,1,85,1,0,1,1,29,3,6,-1,1,7,7,3,7,7,4,50,25,40,17,15,85,60,90,70
3,70,0,60,50,60,0,85,60,50,60,30,4,3,52,6,5,6,1,6,5,99,40,21,52,51,55,71,17,31,51
3,30,60,60,60,70,60,70,50,60,60,70,1,4,50,6,4,99,2,99,99,99,-1,1,-9,61,73,-9,51,62,51
1,70,15,15,15,30,15,100,70,15,-99,50,3,99,-1,99,4,99,1,99,99,99,50,22,-6,-6,-6,-6,-6,-6,-6
4,7,64,-99,-99,-99,-99,0,4,-99,1,98,3,7,-1,3,3,7,1,7,6,99,-1,28,15,10,25,50,75,85,50
3,70,15,15,15,70,15,70,60,50,85,15,0,99,53,99,7,99,1,1,99,3,40,11,50,50,50,50,50,50,50
2,60,0,30,50,50,30,85,50,50,70,0,1,2,-1,4,1,6,1,5,99,99,75,22,89,70,17,90,52,8,50
4,20,40,65,50,50,50,70,40,50,60,70,0,3,-1,2,5,5,1,5,2,2,50,14,62,85,53,63,54,41,73
2,0,85,50,50,0,85,5,0,50,0,3,2,4,35,1,4,7,3,7,5,4,80,23,-6,-6,-6,-6,-6,-6,-6
3,30,60,50,50,50,50,40,50,50,40,60,0,5,52,3,3,6,1,3,2,4,40,18,15,30,60,70,50,70,50
2,0,70,50,30,50,60,0,0,-99,40,85,0,5,38,2,4,7,2,6,7,3,40,19,52,40,85,49,61,53,51
3,85,0,50,50,50,50,100,100,50,100,0,1,1,-1,6,4,1,3,1,2,99,-1,5,85,85,100,100,30,0,30
2,22,77,50,50,51,50,30,60,50,70,51,1,4,-1,5,5,4,3,4,3,5,-1,2,55,85,100,100,85,65,60
4,15,70,50,50,50,50,60,30,50,50,50,0,4,0,99,99,1,3,5,4,1,30,5,40,50,100,50,60,50,100
1,2,89,52,-99,0,86,2,31,-99,3,60,1,5,50,3,4,6,3,6,6,5,-1,15,30,1,17,70,52,69,51
2,15,50,50,50,15,70,15,50,-99,40,70,1,5,-1,4,7,4,3,4,5,4,-1,-9,50,30,0,70,30,60,50
4,70,0,50,50,50,50,70,70,50,85,40,0,4,-1,5,4,1,1,7,4,3,45,11,60,50,85,70,50,50,50
2,0,60,60,0,0,50,0,60,40,25,65,2,6,42,3,5,7,3,5,5,6,45,23,15,15,40,50,40,85,60
2,40,15,50,50,50,70,0,15,50,40,60,1,6,55,1,7,5,1,6,6,5,-1,-9,30,30,30,85,40,60,40
1,98,0,0,31,98,0,100,99,0,100,0,3,5,80,5,4,1,1,4,1,2,80,25,-6,-6,-6,-6,-6,-6,-6
4,30,0,50,40,60,30,70,60,50,30,15,0,3,65,3,5,3,1,6,7,3,20,9,61,78,60,51,62,42,77
4,84,0,61,61,60,60,100,71,61,85,2,3,4,-1,5,99,5,1,5,99,6,-1,3,-6,-6,-6,-6,-6,-6,-6
2,85,40,49,-99,61,-99,70,77,-99,85,84,0,99,58,7,7,4,1,99,4,6,-1,6,78,71,62,88,50,61,51
2,50,50,-99,-99,-99,-99,50,50,-99,40,50,0,99,-1,99,1,1,2,1,1,1,40,7,0,15,40,85,40,60,40
1,90,0,20,-99,55,45,95,85,-99,55,20,1,3,-1,5,3,3,3,3,2,1,40,15,75,40,35,75,40,30,45
4,85,40,-99,-99,-99,-99,100,85,-99,40,85,3,99,50,99,99,3,1,4,99,99,-1,2,-6,-6,-6,-6,-6,-6,-6
3,0,0,0,0,0,0,50,0,-99,0,0,2,99,-1,7,1,1,3,1,1,1,-1,7,100,70,85,100,15,60,0
4,55,0,50,35,50,60,100,89,50,100,0,1,3,-9,7,4,1,2,4,4,4,-1,-9,51,71,69,99,70,61,65
4,30,60,40,15,60,85,40,15,50,40,60,1,5,47,2,5,5,1,6,6,1,50,25,70,40,15,70,15,70,70
1,100,30,40,50,70,30,85,100,60,100,70,1,2,-1,7,5,4,1,2,3,1,-1,28,100,100,60,85,60,40,70
2,70,15,45,60,70,30,85,60,-99,70,15,3,2,-1,6,1,1,1,4,1,1,50,27,85,85,50,85,60,30,60
2,0,85,50,30,0,100,0,40,30,15,70,0,6,-4,2,5,7,3,6,7,6,-1,18,-6,-6,-6,-6,-6,-6,-6
1,16,70,49,51,15,100,1,17,50,30,70,1,6,40,2,5,5,3,4,6,3,40,15,73,30,62,51,62,70,71
3,100,0,50,-99,100,0,100,100,-99,100,0,5,99,-1,6,6,99,1,5,7,3,-1,21,50,50,70,100,70,50,50
2,85,0,15,-99,60,30,70,70,-99,85,15,1,2,70,6,4,3,1,5,4,3,-1,7,70,70,60,100,60,30,50
4,100,0,50,50,50,50,100,100,50,100,0,1,99,57,7,99,99,1,99,99,3,-1,3,100,100,70,85,15,15,15
3,57,30,-99,-99,-99,-99,15,85,-99,60,60,1,99,52,7,4,1,1,99,7,1,-1,3,100,50,50,60,30,50,50
2,90,0,0,0,0,0,100,100,0,75,0,3,1,-1,7,5,1,3,5,2,6,-1,2,54,100,98,99,70,32,1
3,60,35,70,50,50,50,75,85,50,70,40,0,5,55,3,6,5,1,5,99,2,60,21,70,60,50,60,40,40,30
2,15,60,50,-99,50,50,0,60,50,15,40,1,5,-1,2,5,6,1,6,6,3,-1,13,40,0,50,70,60,70,60
1,100,2,71,-99,-99,-99,100,100,-99,100,2,1,3,70,7,7,4,3,2,3,2,-1,4,-6,-6,-6,-6,-6,-6,-6
2,70,30,70,30,70,15,85,85,50,70,0,1,3,-1,4,2,2,1,4,4,3,-1,21,87,87,62,62,42,42,62
2,85,0,60,50,85,0,100,85,-99,70,30,1,2,50,4,4,4,1,5,2,2,-1,20,85,85,85,85,60,30,60
4,30,49,78,2,29,60,57,42,41,39,37,1,4,40,99,99,99,1,99,99,99,40,26,15,38,6,50,10,33,1
2,0,60,-99,-99,-99,-99,0,0,-99,15,85,4,6,60,2,4,6,1,6,6,4,37,25,30,15,30,50,85,85,50
3,50,50,50,60,50,50,50,40,50,50,50,2,5,50,99,3,6,3,99,99,99,40,14,50,50,60,70,40,70,50
2,70,0,60,-99,-99,-99,90,90,-99,60,30,3,4,-1,4,5,4,3,4,5,4,54,25,-6,-6,-6,-6,-6,-6,-6
3,0,93,0,15,0,85,0,0,15,0,85,3,99,40,7,7,4,3,4,7,5,-1,15,15,30,70,70,50,30,40
1,87,1,17,32,99,2,99,85,-99,91,3,1,2,-1,4,3,1,1,3,4,1,-1,28,90,86,72,85,17,41,41
2,61,1,60,70,70,1,61,70,-99,60,31,0,2,42,3,2,1,1,4,3,3,40,13,71,61,50,70,31,40,50
1,40,0,30,15,15,15,100,50,30,70,0,1,99,70,5,99,5,2,6,99,99,40,7,-6,-6,-6,-6,-6,-6,-6
2,15,60,-99,-99,0,85,0,0,-99,50,60,1,6,48,2,6,5,3,6,6,3,35,24,69,51,50,71,70,71,58
4,70,0,50,50,60,50,85,70,-99,70,60,0,4,55,4,2,3,1,4,3,99,-1,5,50,60,70,85,60,85,85
1,85,0,70,70,70,70,100,85,70,85,15,4,99,3,5,7,5,1,7,7,3,-1,17,-6,-6,-6,-6,-6,-6,-6
3,64,0,50,66,50,0,70,60,-99,75,16,0,1,-1,5,2,1,1,2,2,1,40,12,96,85,71,50,1,16,31
3,60,30,50,50,70,50,70,85,50,70,40,2,99,-1,3,4,4,3,3,4,4,-1,3,73,75,58,50,55,60,66
2,60,15,40,50,85,50,30,50,60,70,40,0,4,40,99,4,5,1,2,6,6,-1,9,60,50,40,85,60,70,85
4,60,15,-99,-99,-99,-99,69,14,-99,59,13,1,3,-1,2,5,4,1,99,3,99,40,9,50,50,60,60,0,50,0
3,0,100,50,50,50,50,0,40,50,0,100,5,7,-1,4,7,3,3,1,7,3,40,13,15,30,50,85,50,50,50
2,85,0,60,50,70,15,100,100,50,70,15,5,2,58,4,3,3,1,4,4,2,5,27,85,60,70,60,30,40,60
4,70,40,50,50,50,50,70,85,50,60,60,1,99,-1,3,3,2,1,3,5,99,35,-5,-6,-6,-6,-6,-6,-6,-6
1,85,0,30,15,70,0,100,100,70,85,0,1,1,48,7,6,1,1,3,2,2,60,26,85,85,85,100,70,15,85
3,2,15,-99,-99,-99,-99,1,1,-99,9,56,4,6,49,4,7,7,3,99,7,1,50,22,40,15,50,70,50,85,60
2,30,60,50,50,50,50,30,30,50,50,50,5,6,-1,4,5,4,1,4,4,4,-1,-9,-6,-6,-6,-6,-6,-6,-6
4,0,100,50,50,50,50,0,70,50,50,50,1,99,25,99,7,99,1,99,99,99,-1,2,85,50,85,70,60,50,50
1,0,85,50,50,0,100,0,0,50,0,100,0,7,-1,7,7,7,3,1,7,1,-1,3,30,15,30,50,40,100,50
4,95,0,0,0,70,0,100,90,0,70,0,2,2,62,4,2,2,1,3,4,3,50,28,100,50,40,85,30,0,50
3,0,75,75,50,50,50,20,10,50,0,25,4,5,-1,1,3,7,3,4,1,5,-1,15,50,30,50,50,50,50,50
2,0,75,30,0,5,80,10,15,25,10,25,3,6,-1,1,6,7,2,5,7,4,70,26,55,40,30,95,50,70,50
5,40,0,50,50,50,50,85,50,50,60,-99,1,2,49,3,3,1,1,4,6,99,40,17,70,70,50,60,40,40,60
2,2,60,33,32,3,51,2,2,40,2,51,2,5,40,3,4,7,3,99,1,7,-1,2,2,41,51,99,32,51,51
4,0,100,-99,-99,-99,-99,0,0,-99,0,100,2,3,-1,7,4,4,3,1,4,2,40,7,-6,-6,-6,-6,-6,-6,-6
4,85,15,50,50,50,50,100,100,100,70,0,4,99,-1,2,2,1,3,1,1,3,35,4,-7,-7,-7,-7,-7,-7,-7
1,-99,60,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,4,-1,1,2,4,3,4,4,4,-1,24,50,60,50,60,60,60,60
1,85,0,50,70,100,50,100,100,50,100,30,1,2,-1,4,1,1,1,3,1,1,-1,20,85,85,85,100,-9,60,50
2,86,1,87,52,85,16,100,100,-99,90,10,1,2,-1,7,6,1,1,2,3,1,-1,11,100,100,85,100,15,100,100
